no,code,year ,type,x,y,distx,elv,aq,ec,ph,hard,tds,temp,eh,Q,Ca,Mg,Fe,Mn,K,Na,CO3,HCO3,CO2,Cl,SO4,NO2,NO3,SiO2,cumrain,lag1
233,529,2012,groundwater,783889.7365,10765672.36,8182.513492,670,tuffsand,265,6.14,7.9,254,26.9,-0.38,0.46,31.9,16.74,0.08,0.244322066,1.49,2.65,24.6,96,3.11,29.03,26.4,0.02,0.014,56.6,34.2,60.5
234,530,2012,groundwater,783803.6019,10761134.92,8268.648072,760,tuffsand,124,7.29,10,601,25.6,-0.76,0.5,23.28,10.66,0.66,0.22,8.17,166,10.8,473,6.47,69.57,0.66,0,5.929,56.6,34.2,60.5
235,531,2012,groundwater,783455.7768,10764120.8,8616.473179,750,tuffsand,556,6.86,12,105,26.8,-0.45,1,13.41,7.62,0.08,0.23,1.27,7,0,85.4,3.45,7.5,1.02,0.02,0.004,43.6,34.2,60.5
236,532,2012,groundwater,783353.5286,10762571.05,8718.721433,765,tuffsand,588,6.54,6,242,26,-0.35,2,32.04,12.52,0.13,0.25,1.71,10.07,25.7,105,10.94,10.71,3.09,0,0.029,49,34.2,60.5
237,533,2012,groundwater,782470.6334,10762234.34,9601.616629,768,tuffsand,324,6.96,8.8,407,26.8,-0.45,2,40.23,11.6,0.66,0.24,13.46,52,10,195,9.49,53.6,21.53,0.02,0.275,42.1,34.2,60.5
238,534,2012,groundwater,782141.2468,10761789.95,9931.003227,730,tuffsand,489,6.8,13,761,27.2,-0.29,0.5,63.33,28.66,0.04,0.25,17.11,98.51,0,308,12.25,138,63.63,0,3.923,38.2,34.2,60.5
239,535,2012,groundwater,782032.4349,10761457.4,10039.81507,780,tuffsand,215,6.46,6.2,266,26.3,-0.48,0.5,33.53,12.07,0.98,0.221901963,2.38,31.1,0,205,11.21,10.31,2.78,0,0.004,26,34.2,60.5
240,536,2012,groundwater,781713.6432,10759021.26,10358.60679,780,clay,349,6.33,6.5,198,36.4,-0.26,0.5,23.84,6.69,0.04,0.24,2.87,19,3.7,105,11.64,31.53,6.47,0.02,0.444,55.6,34.2,60.5
241,537,2012,groundwater,780604.2231,10759679.31,11468.02692,700,tuffsand,349,6.85,7.5,825,26.8,-0.42,2,109,20.96,0.08,0.243217839,3.88,52.58,0,273,16.4,44.54,249,0,0.004,41.5,34.2,60.5
242,538,2012,groundwater,779823.6666,10760892.38,12248.58344,765,tuffsand,423,6.69,8,441,27,-0.18,0.5,58.86,19.66,0.4,0.22,3.32,30.4,10.8,251,12.5,68.07,19.24,0,0.905,53.3,34.2,60.5
243,539,2012,groundwater,779808.4046,10763769.32,12263.84539,650,tuffsand,252,6.04,12,254,26.9,-0.43,0.5,26.99,11.62,0.08,0.24529184,16,2.93,0,102.5,3.99,33.03,19.7,0,0.004,53.3,34.2,60.5
244,540,2012,groundwater,779749.8099,10753920.75,12322.4401,1150,tuffsand,588,6.6,12,260,26.3,-0.61,0.75,31.66,6.56,0.09,0.22,6.3,52.2,14,139,5.17,38,20.6,0.14,0.322,41.8,34.2,60.5
245,541,2012,groundwater,779287.0807,10757791.22,12785.16935,940,tuffsand,486,6.85,4.4,522,25.8,-0.41,2,45.13,21.56,0.08,0.07,5.7,74.2,8,202,4.31,93.09,31.17,0,0.092,25.2,34.2,60.5
246,542,2012,groundwater,778949.4861,10758895.98,13122.76393,790,tuffsand,364,6.47,8,469,26.5,-0.41,0.5,45.88,23.18,0.05,0.221750781,8.66,21.5,0,183.5,11.21,59.56,11.7,0.01,0.023,24.6,34.2,60.5
247,543,2012,groundwater,778412.2092,10755905.52,13660.04083,1130,tuffsand,311,6.6,7.9,422,26.4,-0.35,2,45.15,11.55,0.05,0.22,1.9,54,0,219,15.95,42.54,19.19,0.07,0.232,44.1,34.2,60.5
248,544,2012,groundwater,777881.7124,10751587.28,14190.53764,990,breccias,280,6.64,12,275,26,-0.52,2,41.72,8.46,0.08,0.22,8.1,20.3,19,159,27.44,37.54,14.34,0,0.004,33.4,34.2,60.5
249,545,2012,groundwater,777100.0357,10753021.7,14972.21428,820,breccias,495,6.63,8,281,26.2,-0.4,1,34.42,11.44,0.05,0.24529184,2.36,29.64,0,185,6.04,28.53,3.66,0,0.004,40.7,34.2,60.5
250,546,2012,groundwater,776637.5243,10756892.13,15434.72573,760,tuffsand,229,6.58,8,440,26.5,-6.33,1,31.29,13.43,0.13,0.22,7.35,77.23,22.9,230,15.95,65.6,2.8,0.01,0.83,30.9,34.2,60.5
251,547,2012,groundwater,776304.6,10757111.7,15767.65003,650,tuffsand,680,5.98,6.5,241,26.7,-0.36,1,33.95,20.66,0.16,0.221750781,0.2,11.5,20.1,91.5,3.11,52.05,22.36,0.01,0.004,44.2,34.2,60.5
252,548,2012,groundwater,776193.4341,10757221.77,15878.8159,765,clay,324,7.15,9,390,25.6,-0.35,0.5,49.54,20.5,0.08,0.22,7.03,40.52,0,288,4.74,42.24,0.24,0.01,4.973,44.2,34.2,60.5
253,549,2012,groundwater,775304.1237,10758102.36,16768.12634,760,clay,280,6.77,10,752,26.5,-0.33,0.5,24.6,25.59,0.07,0.23,5.84,105,19.6,273,17.68,119,20.07,0,0.004,26.2,34.2,60.5
254,550,2012,groundwater,771336.0161,10755537.01,20736.23393,700,breccias,408,6.9,5,765,27.2,-0.41,0.5,78.23,32.67,0.08,0.24291741,13.08,79.67,0,410,20.53,93.6,75.6,0,1.629,44.1,34.2,60.5
255,551,2012,groundwater,768459.0276,10755854.36,23613.22239,765,clay,122,7.48,9,565,25.7,-0.71,0.3,31.66,15.45,0.04,0.22,9.1,145,22.9,472,12.5,46.55,0.9,0.01,0.004,53.3,34.2,60.5
256,1,1997,river,796734,10754417,0,850,tuffsand,116,6.216,34.16,60.8,16,-0.4,,8.32,3.2,0.216,0,3.28,4,0,40.96,14.48,7.92,0,0.056,4.08,32.56,38.5,32.4
257,2,1997,river,789964,10750681,0,859,tuffsand,222,5.832,58.32,144,16,-0.46,,17.68,3.36,0.072,0,4,11.2,0,71.76,21.76,9.6,12.16,0.448,9.76,29.68,38.5,32.4
258,3,1997,river,788253,10744303,0,728,tuffsand,246,5.904,63.84,160,16.56,-0.4,,17.92,27.28,0.376,0,4,12.8,0,71.76,21.76,9.6,18.88,0.624,10.24,29.68,38.5,32.4
259,4,1997,river,790744,10736237,0,667,clay,319,5.96,63.84,160,18,-0.41,,17.92,4.56,0.376,0,4,12.8,0,84.16,29.04,9.28,18.88,0.624,10.24,27.28,38.5,32.4
260,5,1997,river,789709,10741073,0,650,clay,254,5.968,68.8,165,18,-0.48,,19.68,4.72,0.08,0.016,4.4,13.6,0,87.84,29.04,10.96,9.6,0.664,10.16,28.64,38.5,32.4
261,6,1997,river,788120,10748255,0,788,tuffsand,195,5.912,57.28,127,15.76,-0.26,,18.8,2.48,0.144,0,3.6,9.6,0,71.04,14.48,7.52,8.72,0.344,11.44,28.32,38.5,32.4
262,7,1997,river,793779,10752343,0,1149,tuffsand,126,6.488,30.24,82,16.8,-0.45,,9.44,1.6,0.216,0,2,5.6,8.48,32.24,0,5.84,0,0.056,4.24,37.6,38.5,32.4
263,8,1997,river,799275,10753680,0,1336,tuffsand,77,6.392,26.4,50,16.08,-0.45,,9.44,0.72,0.216,0,0.8,3.2,0,31.44,7.28,5.52,0,0.04,2.24,37.76,38.5,32.4
264,9,1998,river,796734,10754417,0,850,tuffsand,116,7.06293,38.8143,69.084,18.18,-0.35,,9.4536,3.636,0.24543,0,3.7269,4.545,0,46.5408,16.4529,8.9991,0,0.06363,4.6359,36.9963,40.5,37.4
265,10,1998,river,789964,10750681,0,859,tuffsand,222,6.62661,66.2661,130.896,18.18,-0.15,,19.89,3.8178,0.08181,0,4.545,12.726,0,81.5373,24.7248,10.908,13.8168,0.50904,11.0898,33.7239,40.5,37.4
266,11,1998,river,788253,10744303,0,728,tuffsand,246,6.70842,72.5382,145.44,18.8163,-0.18,,20.16,30.9969,0.42723,0,4.545,14.544,0,81.5373,24.7248,10.908,21.4524,0.70902,11.6352,33.7239,40.5,37.4
267,12,1998,river,790744,10736237,0,667,clay,319,6.77205,72.5382,145.44,20.4525,-0.18,,20.16,5.1813,0.42723,0,4.545,14.544,0,95.6268,32.9967,10.5444,21.4524,0.70902,11.6352,30.9969,40.5,37.4
268,13,1998,river,789709,10741073,0,650,clay,254,6.78114,78.174,149.985,20.4525,-0.35,,22.14,5.3631,0.0909,0.01818,4.9995,15.453,0,99.8082,32.9967,12.4533,10.908,0.75447,11.5443,32.5422,40.5,37.4
269,14,1998,river,788120,10748255,0,788,tuffsand,195,6.71751,65.0844,115.443,17.9073,-0.71,,21.15,2.8179,0.16362,0,4.0905,10.908,0,80.7192,16.4529,8.5446,9.9081,0.39087,12.9987,32.1786,40.5,37.4
270,15,1998,river,793779,10752343,0,1149,tuffsand,126,7.37199,34.3602,74.538,19.089,-6.33,,10.62,1.818,0.24543,0,2.2725,6.363,9.6354,36.6327,0,6.6357,0,0.06363,4.8177,42.723,40.5,37.4
271,16,1998,river,799275,10753680,0,1336,tuffsand,77,7.26291,29.997,45.45,18.2709,-0.76,,10.62,0.8181,0.24543,0,0.909,3.636,0,35.7237,8.2719,6.2721,0,0.04545,2.5452,42.9048,40.5,37.4
272,17,2007,river,796734,10754417,0,850,tuffsand,116,7.77,42.7,76,20,-0.33,,10.4,4,0.27,0,4.1,5,0,51.2,18.1,9.9,0,0.07,5.1,40.7,11,164.1
273,18,2007,river,789964,10750681,0,859,tuffsand,222,7.29,72.9,144,20,-0.45,,22.1,4.2,0.09,0,5,14,0,89.7,27.2,12,15.2,0.56,12.2,37.1,11,164.1
274,19,2007,river,788253,10744303,0,728,tuffsand,246,7.38,79.8,160,20.7,-0.42,,22.4,34.1,0.47,0,5,16,0,89.7,27.2,12,23.6,0.78,12.8,37.1,11,164.1
275,20,2007,river,790744,10736237,0,667,clay,319,7.45,79.8,160,22.5,-0.48,,22.4,5.7,0.47,0,5,16,0,105.2,36.3,11.6,23.6,0.78,12.8,34.1,11,164.1
276,21,2007,river,789709,10741073,0,650,clay,254,7.46,86,165,22.5,-0.31,,24.6,5.9,0.1,0.02,5.5,17,0,109.8,36.3,13.7,12,0.83,12.7,35.8,11,164.1
277,22,2007,river,788120,10748255,0,788,tuffsand,195,7.39,71.6,127,19.7,-0.29,,23.5,3.1,0.18,0,4.5,12,0,88.8,18.1,9.4,10.9,0.43,14.3,35.4,11,164.1
278,23,2007,river,793779,10752343,0,1149,tuffsand,126,8.11,37.8,82,21,-4,,11.8,2,0.27,0,2.5,7,10.6,40.3,0,7.3,0,0.07,5.3,47,11,164.1
279,24,2007,river,799275,10753680,0,1336,tuffsand,77,7.99,33,50,20.1,29,,11.8,0.9,0.27,0,1,4,0,39.3,9.1,6.9,0,0.05,2.8,47.2,11,164.1
280,25,2011,river,796734,10754417,0,850,tuffsand,117.16,7.8477,43.127,76.76,20.2,7,,10.504,4.04,0.2727,0,4.141,5.05,0,51.712,18.281,9.999,0,0.0707,5.151,41.107,99.1,139.2
281,26,2011,river,789964,10750681,0,859,tuffsand,224.22,7.3629,73.629,145.44,20.2,38,,22.1,4.242,0.0909,0,5.05,14.14,0,90.597,27.472,12.12,15.352,0.5656,12.322,37.471,99.1,139.2
282,27,2011,river,788253,10744303,0,728,tuffsand,248.46,7.4538,80.598,161.6,20.907,7,,22.4,34.441,0.4747,0,5.05,16.16,0,90.597,27.472,12.12,23.836,0.7878,12.928,37.471,99.1,139.2
283,28,2011,river,790744,10736237,0,667,clay,322.19,7.5245,80.598,161.6,22.725,65,,22.4,5.757,0.4747,0,5.05,16.16,0,106.252,36.663,11.716,23.836,0.7878,12.928,34.441,99.1,139.2
284,29,2011,river,789709,10741073,0,650,clay,256.54,7.5346,86.86,166.65,22.725,-0.47,,24.6,5.959,0.101,0.0202,5.555,17.17,0,110.898,36.663,13.837,12.12,0.8383,12.827,36.158,99.1,139.2
285,30,2011,river,788120,10748255,0,788,tuffsand,196.95,7.4639,72.316,128.27,19.897,-0.43,,23.5,3.131,0.1818,0,4.545,12.12,0,89.688,18.281,9.494,11.009,0.4343,14.443,35.754,99.1,139.2
286,31,2011,river,793779,10752343,0,1149,tuffsand,127.26,8.1911,38.178,82.82,21.21,-0.52,,11.8,2.02,0.2727,0,2.525,7.07,10.706,40.703,0,7.373,0,0.0707,5.353,47.47,99.1,139.2
287,32,2011,river,799275,10753680,0,1336,tuffsand,77.77,8.0699,33.33,50.5,20.301,-0.27,,11.8,0.909,0.2727,0,1.01,4.04,0,39.693,9.191,6.969,0,0.0505,2.828,47.672,99.1,139.2
288,33,2012,river,796734,10754417,0,850,tuffsand,118.32,7.9254,43.554,77.52,20.4,-0.62,,10.608,4.08,0.2754,0,4.182,5.1,0,52.224,18.462,10.098,0,0.0714,5.202,41.514,34.2,60.5
289,34,2012,river,789964,10750681,0,859,tuffsand,226.44,7.4358,74.358,146.88,20.4,-0.31,,22.542,4.284,0.0918,0,5.1,14.28,0,91.494,27.744,12.24,15.504,0.5712,12.444,37.842,34.2,60.5
290,35,2012,river,788253,10744303,0,728,tuffsand,250.92,7.5276,81.396,163.2,21.114,-0.47,,22.848,34.782,0.4794,0,5.1,16.32,0,91.494,27.744,12.24,24.072,0.7956,13.056,37.842,34.2,60.5
291,36,2012,river,790744,10736237,0,667,clay,325.38,7.599,81.396,163.2,22.95,-0.54,,22.848,5.814,0.4794,0,5.1,16.32,0,107.304,37.026,11.832,24.072,0.7956,13.056,34.782,34.2,60.5
292,37,2012,river,789709,10741073,0,650,clay,259.08,7.6092,87.72,168.3,22.95,57,,25.092,6.018,0.102,0.0204,5.61,17.34,0,111.996,37.026,13.974,12.24,0.8466,12.954,36.516,34.2,60.5
293,38,2012,river,788120,10748255,0,788,tuffsand,198.9,7.5378,73.032,129.54,20.094,49,,23.97,3.162,0.1836,0,4.59,12.24,0,90.576,18.462,9.588,11.118,0.4386,14.586,36.108,34.2,60.5
294,39,2012,river,793779,10752343,0,1149,tuffsand,128.52,8.2722,38.556,83.64,21.42,40,,12.036,2.04,0.2754,0,2.55,7.14,10.812,41.106,0,7.446,0,0.0714,5.406,47.94,34.2,60.5
295,40,2012,river,799275,10753680,0,1336,tuffsand,78.54,8.1498,33.66,51,20.502,-40,,12.036,0.918,0.2754,0,1.02,4.08,0,40.086,9.282,7.038,0,0.051,2.856,48.144,34.2,60.5
